ACC:,TS-CHIEF,HIVE-COTE v1.0,ROCKET,InceptionTime,STC,ResNet,ProximityForest,WEASEL,S-BOSS,cBOSS,BOSS,RISE,TSF,Catch22
AvgTESTACC:,0.8757283866749671,0.8781735034390735,0.8639965815485326,0.8714822641708049,0.8556639505592245,0.8292043805082364,0.8347272846657762,0.8444889325511069,0.8425864243626157,0.8331245524152145,0.8362453074210769,0.8005531546339624,0.7954675009044088,0.7820411973215732
AvgTESTACC_RANK:,4.162037037037037,4.175925925925926,4.606481481481482,5.282407407407407,7.092592592592593,7.263888888888889,7.555555555555555,7.75462962962963,7.981481481481482,8.75925925925926,8.810185185185185,9.944444444444445,10.175925925925926,11.435185185185185

BALACC:,TS-CHIEF,HIVE-COTE v1.0,InceptionTime,ROCKET,ResNet,STC,ProximityForest,WEASEL,S-BOSS,BOSS,cBOSS,TSF,RISE,Catch22
AvgTESTBALACC:,0.8546477874892052,0.8525278164909752,0.855583236052829,0.8432909122997017,0.8136602455882604,0.8302269206816014,0.8160101055143664,0.8207703290750705,0.8213170099704642,0.8143968968425831,0.8059009170297259,0.7732070667302019,0.7718620630949651,0.7567334128832717
AvgTESTBALACC_RANK:,4.472222222222222,4.671296296296297,4.689814814814815,4.819444444444445,6.49537037037037,7.222222222222222,7.305555555555555,7.856481481481482,7.861111111111111,8.574074074074074,9.11574074074074,10.162037037037036,10.328703703703704,11.425925925925926

AUROC:,HIVE-COTE v1.0,TS-CHIEF,InceptionTime,STC,ROCKET,ProximityForest,WEASEL,ResNet,cBOSS,S-BOSS,BOSS,RISE,TSF,Catch22
AvgTESTAUROC:,0.9645791485393134,0.9585557261509892,0.9575368331621206,0.9572302421405987,0.9527466434158859,0.9403411544367876,0.9462772070881115,0.9375779940163442,0.9392235248358846,0.9347098522684443,0.9342340987065403,0.9366449614422723,0.9257675188576394,0.9240640372538221
AvgTESTAUROC_RANK:,3.2037037037037037,3.7175925925925926,5.611111111111111,6.314814814814815,6.699074074074074,7.5,7.782407407407407,7.875,8.300925925925926,8.699074074074074,9.217592592592593,9.222222222222221,9.527777777777779,11.328703703703704

NLL:,S-BOSS,ProximityForest,TS-CHIEF,STC,BOSS,InceptionTime,HIVE-COTE v1.0,cBOSS,TSF,WEASEL,ResNet,Catch22,RISE,ROCKET
AvgTESTNLL:,0.660641284061684,0.6878231135387104,0.6173742553441967,0.6981617037659454,0.6929348997417072,0.7597067145004693,0.6815560875926628,0.7074868157678033,0.8495610941326318,0.9394732864742444,1.6639026569768034,0.9470966768549679,1.072466007005953,1.5694932172250555
AvgTESTNLL_RANK:,5.277777777777778,5.388888888888889,5.537037037037037,5.861111111111111,5.907407407407407,6.203703703703703,6.583333333333333,6.768518518518518,7.675925925925926,7.935185185185185,9.435185185185185,9.50925925925926,10.38888888888889,12.527777777777779

F1:,TS-CHIEF,HIVE-COTE v1.0,InceptionTime,ROCKET,ResNet,STC,ProximityForest,WEASEL,S-BOSS,BOSS,cBOSS,TSF,RISE,Catch22
AvgTESTF1:,0.842057084147127,0.840983785201337,0.844951267810499,0.8311522886091687,0.7994276845327876,0.8162724882964176,0.8028133386362296,0.8052418096957843,0.8074461406291135,0.8000271731326181,0.7915715484238072,0.7578562439923933,0.7540962681626563,0.739266824706374
AvgTESTF1_RANK:,4.449074074074074,4.689814814814815,4.689814814814815,4.87962962962963,6.481481481481482,7.143518518518518,7.208333333333333,7.847222222222222,7.976851851851852,8.717592592592593,9.074074074074074,10.13425925925926,10.38425925925926,11.324074074074074

MCC:,TS-CHIEF,HIVE-COTE v1.0,ROCKET,InceptionTime,ResNet,STC,ProximityForest,WEASEL,S-BOSS,BOSS,cBOSS,RISE,TSF,Catch22
AvgTESTMCC:,0.8132066629783119,0.819119929689517,0.8022229466580764,0.8116207449487501,0.7571721640585574,0.7872722721197672,0.7573186972498036,0.7702892793414118,0.7695177211693732,0.7625779481408927,0.7566652479913126,0.7134467342688998,0.702194480599258,0.6846329343856463
AvgTESTMCC_RANK:,4.1342592592592595,4.208333333333333,4.666666666666667,5.199074074074074,7.046296296296297,7.12037037037037,7.587962962962963,7.791666666666667,7.949074074074074,8.777777777777779,8.777777777777779,10.01388888888889,10.217592592592593,11.50925925925926

Prec:,HIVE-COTE v1.0,TS-CHIEF,ROCKET,InceptionTime,BOSS,S-BOSS,STC,WEASEL,cBOSS,ResNet,ProximityForest,RISE,TSF,Catch22
AvgTESTPrec:,0.8926331713276502,0.878792816736623,0.8596067425714667,0.868972419835739,0.8658384021321548,0.8643461075281892,0.868496111437827,0.8556306951544373,0.8542276728060082,0.8296476954461133,0.835533669228276,0.8271816654658809,0.8003306163440405,0.78719685491432
AvgTESTPrec_RANK:,4.518518518518518,5.092592592592593,6.1157407407407405,6.208333333333333,6.662037037037037,6.8842592592592595,7.416666666666667,7.810185185185185,7.833333333333333,7.861111111111111,8.24537037037037,8.796296296296296,10.287037037037036,11.268518518518519

Recall:,HIVE-COTE v1.0,ROCKET,TS-CHIEF,InceptionTime,ResNet,STC,WEASEL,ProximityForest,cBOSS,S-BOSS,BOSS,TSF,RISE,Catch22
AvgTESTRecall:,0.8555772712469865,0.8443140276608426,0.8525310326670109,0.8570984478805719,0.8392573112339677,0.8390536190965275,0.8266652187652951,0.8167942219063873,0.8035283210113229,0.8074405047626824,0.7965208400117997,0.7851038013746331,0.7685819776428916,0.7583885524618523
AvgTESTRecall_RANK:,4.939814814814815,5.662037037037037,5.662037037037037,5.675925925925926,6.523148148148148,6.652777777777778,7.152777777777778,7.712962962962963,8.166666666666666,8.48611111111111,9.087962962962964,9.351851851851851,9.550925925925926,10.375

Sens:,HIVE-COTE v1.0,ROCKET,TS-CHIEF,InceptionTime,ResNet,STC,WEASEL,ProximityForest,cBOSS,S-BOSS,BOSS,TSF,RISE,Catch22
AvgTESTSens:,0.8555772712469865,0.8443140276608426,0.8525310326670109,0.8570984478805719,0.8392573112339677,0.8390536190965275,0.8266652187652951,0.8167942219063873,0.8035283210113229,0.8074405047626824,0.7965208400117997,0.7851038013746331,0.7685819776428916,0.7583885524618523
AvgTESTSens_RANK:,4.939814814814815,5.662037037037037,5.662037037037037,5.675925925925926,6.523148148148148,6.652777777777778,7.152777777777778,7.712962962962963,8.166666666666666,8.48611111111111,9.087962962962964,9.351851851851851,9.550925925925926,10.375

Spec:,HIVE-COTE v1.0,TS-CHIEF,ROCKET,InceptionTime,BOSS,S-BOSS,cBOSS,STC,ResNet,WEASEL,ProximityForest,RISE,TSF,Catch22
AvgTESTSpec:,0.9464178742800679,0.9437934533479784,0.9428890337176908,0.948585782459333,0.9403894502826085,0.9386449391001558,0.9280982045372574,0.9344795233188745,0.9180545294253574,0.9281140808374863,0.9312088237219894,0.9165033032927071,0.9078116227328628,0.9068090906108571
AvgTESTSpec_RANK:,4.597222222222222,4.833333333333333,6.111111111111111,6.314814814814815,6.486111111111111,6.75462962962963,7.62037037037037,7.689814814814815,8.01388888888889,8.087962962962964,8.143518518518519,8.75462962962963,10.342592592592593,11.25

AvgPredTimesBenchmarked:,TS-CHIEF,ProximityForest,cBOSS,Catch22,HIVE-COTE v1.0,TSF,BOSS,RISE,WEASEL,S-BOSS,STC,InceptionTime,ResNet,ROCKET
AvgTESTAvgPredTimesBenchmarked:,-4116.415773731481,-5923.238850611115,-71.14002075462962,-4.624382046296296,-3.435509259259264E-4,0.017172125582509926,0.16959793508274143,0.0840465557951112,0.20575580700834273,0.3058060537171665,0.7741404176319576,1.0,1.0,1.0
AvgTESTAvgPredTimesBenchmarked_RANK:,1.4074074074074074,1.6481481481481481,2.9444444444444446,4.0,5.0,6.268518518518518,8.13888888888889,8.416666666666666,8.625,9.351851851851851,11.962962962962964,12.412037037037036,12.412037037037036,12.412037037037036

TrainTimesBenchmarked:,HIVE-COTE v1.0,TS-CHIEF,InceptionTime,ProximityForest,cBOSS,Catch22,ResNet,ROCKET,WEASEL,TSF,BOSS,RISE,S-BOSS,STC
AvgTRAINTrainTimesBenchmarked:,-1.467586509228946E7,-1.9433347652014162E7,-2163384.7314814813,-5230596.461071529,-339902.8392331158,-3739.9462635879627,-3491.4768518518517,-4387.759259259259,-2487377.679699036,576.3607470392623,4150.208895096269,653.6862789686628,12032.390225011484,9980.350134816024
AvgTRAINTrainTimesBenchmarked_RANK:,1.4351851851851851,2.1944444444444446,2.8055555555555554,3.712962962962963,5.12037037037037,6.537037037037037,6.935185185185185,7.333333333333333,10.157407407407407,10.49074074074074,10.768518518518519,11.055555555555555,12.648148148148149,13.805555555555555

MaxMemory:,BOSS,Catch22,InceptionTime,ProximityForest,ResNet,ROCKET,S-BOSS,TS-CHIEF,WEASEL,HIVE-COTE v1.0,cBOSS,TSF,RISE,STC
AvgTESTMaxMemory:,-9.99999999999998E-7,-9.99999999999998E-7,-9.99999999999998E-7,-9.99999999999998E-7,-9.99999999999998E-7,-9.99999999999998E-7,-9.99999999999998E-7,-9.99999999999998E-7,-9.99999999999998E-7,8.251246962962963,198.13886285185188,148.50349055555557,254.0511546666667,1449.6850554444445
AvgTESTMaxMemory_RANK:,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.180555555555555,11.402777777777779,11.592592592592593,12.833333333333334,13.99074074074074

AvgPredTimes:,InceptionTime,ResNet,ROCKET,HIVE-COTE v1.0,Catch22,TSF,cBOSS,BOSS,WEASEL,RISE,S-BOSS,ProximityForest,STC,TS-CHIEF
AvgTESTAvgPredTimes:,-1.0,-1.0,-1.0,3.435509259259264E-4,4.624382046296296,13.009227296296297,71.14002075462962,122.83029988425923,138.80735438425924,65.10340262037036,230.70395485648152,5923.238850611115,619.1386297916667,4116.415773731481
AvgTESTAvgPredTimes_RANK:,2.0046296296296298,2.0046296296296298,2.0046296296296298,4.0092592592592595,5.203703703703703,6.277777777777778,8.537037037037036,8.583333333333334,8.75462962962963,9.157407407407407,10.166666666666666,12.601851851851851,12.675925925925926,13.018518518518519

TrainTimes:,ROCKET,ResNet,Catch22,cBOSS,WEASEL,TSF,BOSS,RISE,S-BOSS,ProximityForest,InceptionTime,TS-CHIEF,STC,HIVE-COTE v1.0
AvgTRAINTrainTimes:,4387.759259259259,3491.4768518518517,3739.9462635879627,339902.8392331158,3396666.886309608,427331.93163498124,2895678.4587271656,488196.659409037,8797677.033104075,5230596.461071529,2163384.7314814813,1.9433347652014162E7,8081322.4924395075,1.467586509228946E7
AvgTRAINTrainTimes_RANK:,1.6851851851851851,2.425925925925926,2.574074074074074,4.2407407407407405,5.861111111111111,6.787037037037037,6.814814814814815,7.351851851851852,9.342592592592593,9.38888888888889,10.787037037037036,12.055555555555555,12.231481481481481,13.453703703703704

